v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,No..he joined today itself.,,,
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,,,
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,
ham,If you r @ home then come down within 5 min,,,
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",,,
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,,,
ham,I will reach before ten morning,,,
ham,Your pussy is perfect!,,,
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",,,
ham,No message..no responce..what happend?,,,
ham,PICK UR FONE UP NOW U DUMB?,,,
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",,,
ham,Well you told others you'd marry them...,,,
ham,Neshanth..tel me who r u?,,,
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,,,
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,,,
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,,,
ham,Oh k k:)but he is not a big hitter.anyway good,,,
ham,Do you think i can move  &lt;#&gt;  in a week,,,
ham,She.s find. I sent you an offline message to know how anjola's now.,,,
ham,How was txting and driving,,,
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",,,
ham,Oh ya ya. I remember da. .,,,
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,,,
ham,"Yes but i dont care! I need you bad, princess!",,,
ham,Do u knw dis no. &lt;#&gt; ?,,,
ham,Then she dun believe wat?,,,
ham,Left dessert. U wan me 2 go suntec look 4 u?,,,
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",,,
ham,Anything lar...,,,
ham,He is world famamus....,,,
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,,,
ham,* Am on my way,,,
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",,,
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",,,
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,,,
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,,,
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,,,
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,,,
ham,"Greetings me, ! Consider yourself excused.",,,
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",,,
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",,,
ham,Who u talking about?,,,
ham,Yup...,,,
ham,Ok...,,,
ham,Er yep sure. Props?,,,
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,,,
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,,,
ham,That's y we haf to combine n c how lor...,,,
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,,,
ham,Hmmm:)how many players selected?,,,
ham,I dont. Can you send it to me. Plus how's mode.,,,
ham,Company is very good.environment is terrific and food is really nice:),,,
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,,,
ham,I'm done. C Ì_ there.,,,
ham,ÌÏ give me some time to walk there.,,,
ham,Fuck babe ... What happened to you ? How come you never came back?,,,
spam,This message is brought to you by GMW Ltd. and is not connected to the,,,
ham,"Some friends want me to drive em someplace, probably take a while",,,
ham,Are you still getting the goods.,,,
ham,K..k..i'm also fine:)when will you complete the course?,,,
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,,,
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
ham,I dunno until when... Lets go learn pilates...,,,
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,,,
ham,Tmr timin still da same wat cos i got lesson until 6...,,,
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,,,
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",,,
ham,"Gosh that , what a pain. Spose I better come then.",,,
ham,You call times job today ok umma and ask them to speed up,,,
ham,Yes. It's all innocent fun. O:-),,,
ham,Thanks for sending this mental ability question..,,,
ham,I went to ur hon lab but no one is there.,,,
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,,,
ham,S da..al r above  &lt;#&gt;,,,
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",,,
ham,Unni thank you dear for the recharge..Rakhesh,,,
ham,I WILL CAL YOU SIR. In meeting,,,
ham,Tiwary to rcb.battle between bang and kochi.,,,
ham,Thank god they are in bed!,,,
ham,"Sorry, I'll call later",,,
ham,Dai  &lt;#&gt;  naal eruku.,,,
ham,Want to finally have lunch today?,,,
ham,Why de. You looking good only:-)..,,,
ham,I am 6 ft. We will be a good combination!,,,
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,,,
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",,,
ham,I'm on da bus going home...,,,
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,,,
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,,,
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,,,
ham,And whenever you and i see we can still hook up too.,,,
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",,,
ham,Yup no more already... Thanx 4 printing n handing it up.,,,
ham,"Nah, I'm a perpetual DD",,,
ham,Sorry de i went to shop.,,,
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,,,
ham,Nope i'm not drivin... I neva develop da photos lei...,,,
ham,Okie.. Thanx..,,,
ham,Go where n buy? Juz buy when we get there lar.,,,
ham,Ok lor...,,,
ham,Nope... C Ì_ then...,,,
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",,,
ham,I havent lei.. Next mon can?,,,
ham,Mm feeling sleepy. today itself i shall get that dear,,,
ham,Do Ì_ noe if ben is going?,,,
ham,Can you do a mag meeting this avo at some point?,,,
ham,I meant middle left or right?,,,
ham,Really? I crashed out cuddled on my sofa.,,,
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,,,
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",,,
ham,Are you this much buzy,,,
ham,"Tick, tick, tick ... Babe",,,
ham,R Ì_ going 4 today's meeting?,,,
ham,Ya had just now.onion roast.,,,
ham,Sat right? Okay thanks... ,,,
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,,,
ham,I am not sure about night menu. . . I know only about noon menu,,,
ham,ARR birthday today:) i wish him to get more oscar.,,,
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,,,
ham,I am on the way to ur home,,,
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,,,
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,,,
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",,,
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,,,
ham,Well I might not come then...,,,
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,,,
ham,"Just arrived, see you in a couple days &lt;3",,,
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,,,
spam,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,,,
ham,Depends on where u going lor.,,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,,,
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,,,
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
ham,Some are lasting as much as 2 hours. You might get lucky.,,,
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",,,
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,,,
spam,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",,,
ham,Its normally hot mail. Com you see!,,,
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
ham,"Easy mate, * guess the quick drink was bit ambitious.",,,
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,,,
ham,Will be out of class in a few hours. Sorry,,,
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",,,
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,,,
ham,I doubt you could handle 5 times per night in any case...,,,
ham,Haha... Hope Ì_ can hear the receipt sound... Gd luck!,,,
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,,,
spam,Adult 18 Content Your video will be with you shortly,,,
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",,,
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",,,
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,,,
ham,See you there! ,,,
ham,I dont understand your message.,,,
ham,U still painting ur wall?,,,
ham,My battery is low babe,,,
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,,,
ham,ÌÏ collecting ur laptop then going to configure da settings izzit?,,,
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",,,
ham,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it.",,,
ham,"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",,,
ham,How do you guys go to see movies on your side.,,,
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,,,
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,,,
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,,,
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,,,
ham,Is xy in ur car when u picking me up?,,,
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",,,
ham,"Yo, any way we could pick something up tonight?",,,
ham,Thts god's gift for birds as humans hav some natural gift frm god..,,,
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,,,
ham,Hi' Test on  &lt;#&gt; rd ....,,,
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,,,
ham,Yup n her fren lor. I'm meeting my fren at 730.,,,
ham,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",,,
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,,,
ham,Are you ok. What happen to behave like this,,,
ham,Leave it. U will always be ignorant.,,,
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),,,
ham,Hey now am free you can call me.,,,
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",,,
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,,,
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,,,
ham,Sir send to group mail check it.,,,
ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",,,
ham,"Are you being good, baby? :)",,,
ham,"Mostly sports type..lyk footbl,crckt..",,,
ham,U should make a fb list,,,
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,,,
ham,I love u 2 my little pocy bell I am sorry but I love u,,,
ham,"Ok omw now, you at castor?",,,
ham,What should i eat fo lunch senor,,,
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",,,
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",,,
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,,,
ham,Id onluy matters when getting on from offcampus,,,
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
ham,Ew are you one of them?,,,
ham,Also hi wesley how've you been,,,
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),,,
ham,I thank you so much for all you do with selflessness. I love you plenty.,,,
ham,Am in film ill call you later.,,,
ham,I finished my lunch already. U wake up already?,,,
ham,What is your record for one night? :),,,
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,,,
ham,Jokin only lar... :-) depends on which phone my father can get lor...,,,
ham,You are not bothering me but you have to trust my answers. Pls.,,,
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,,,
ham,Your bill at 3 is å£33.65 so thats not bad!,,,
ham,Please leave this topic..sorry for telling that..,,,
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,,,
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,,,
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,,,
ham,K..k...from tomorrow onwards started ah?,,,
ham,What u talking bout early morning? It's almost noon where your at!,,,
ham,Fine. Do you remember me.,,,
ham,Boy you best get yo ass out here quick,,,
ham,Ay wana meet on sat?Ì_ wkg on sat?,,,
ham,I'm now but have to wait till 2 for the bus to pick me.,,,
ham,Somebody should go to andros and steal ice,,,
ham,Don know. I did't msg him recently.,,,
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,,,
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,,,
ham,So i asked how's anthony. Dad. And your bf,,,
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",,,
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,,,
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,,,
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
ham,Or remind me in a few hrs.,,,
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,,,
ham,Short But Cute : \ Be a good person ," but dont try to prove\"" ..... Gud mrng...""",,
ham,Just haven't decided where yet eh ?,,,
ham,Uncle Abbey! Happy New Year. Abiola,,,
ham,R u saying i should re order the slippers cos i had to pay for returning it.,,,
ham,Stop knowing me so well!,,,
ham,Small problem in auction:)punj now asking tiwary,,,
ham,He telling not to tell any one. If so treat for me hi hi hi,,,
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,,,
ham,You're right I have now that I think about it,,,
ham,Customer place i will call you,,,
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,,,
ham,I.ll get there tomorrow and send it to you,,,
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,,,
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",,,
ham,I tagged MY friends that you seemed to count as YOUR friends.,,,
ham,Long time. You remember me today.,,,
ham,Havent shopping now lor i juz arrive only,,,
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,,,
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,,,
ham,Still otside le..u come 2morrow maga..,,,
ham,Do u still have plumbers tape and a wrench we could borrow?,,,
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,,,
ham,Havent still waitin as usual... ÌÏ come back sch oredi?,,,
ham,K k :-):-) then watch some films.,,,
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",,,
ham,Good morning pookie pie! Lol hope I didn't wake u up,,,
ham,Howz that persons story,,,
ham,X2  &lt;#&gt; . Are you going to get that,,,
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,,,
ham,Is ur paper today in e morn or aft?,,,
ham,No de.am seeing in online shop so that i asked.,,,
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,,,
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,,,
ham,At home also.,,,
ham,What's ur pin?,,,
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,,,
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,,,
ham,Well that must be a pain to catch,,,
ham,Sorry da thangam.it's my mistake.,,,
ham,I need... Coz i never go before ,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
ham,Yup Ì_ not comin :-(,,,
ham,"Yes, princess. Toledo.",,,
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,,,
ham,Good. No swimsuit allowed :),,,
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd," but watever u shared should be true\""....""",,
ham,Good Morning my Dear........... Have a great &amp; successful day.,,,
ham,Pls accept me for one day. Or am begging you change the number.,,,
ham,Come to medical college at 7pm ......forward it da,,,
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,,,
ham,O shore are you takin the bus,,,
ham,Ok then i come n pick u at engin?,,,
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,,,
ham,Just finished eating. Got u a plate. NOT leftovers this time.,,,
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,
ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,,,
ham,Hey you around? I've got enough for a half + the ten I owe you,,,
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,,,
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,,,
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",,,
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",,,
ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,,,
spam,RCT' THNQ Adrian for U text. Rgds Vatian,,,
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,,,
ham,"It'll be tough, but I'll do what I have to",,,
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,,,
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,,,
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",,,
ham,Nope... Juz off from work...,,,
ham,Huh so fast... Dat means u havent finished painting?,,,
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",,,
ham,Send me yetty's number pls.,,,
ham,How much it will cost approx . Per month.,,,
ham,Then u go back urself lor...,,,
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",,,
ham,Oh great. I.ll disturb him more so that we can talk.,,,
ham,Reverse is cheating. That is not mathematics.,,,
ham,U're welcome... Caught u using broken english again...,,,
ham,Oh is it! Which brand?,,,
ham,Minimum walk is 3miles a day.,,,
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",,,
ham,Please attend the phone:),,,
ham,"Yo my trip got postponed, you still stocked up?",,,
ham,"Hey elaine, is today's meeting still on?",,,
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,,,
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,,,
ham,Also andros ice etc etc,,,
ham,:) ,,,
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,,,
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",,,
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",,,
ham,Same as kallis dismissial in 2nd test:-).,,,
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,,,
ham,What r u cooking me for dinner?,,,
ham,Then i buy.,,,
ham,It only does simple arithmetic not percentages.,,,
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",,,
ham,Uhhhhrmm isnt having tb test bad when youre sick,,,
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,,,
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",,,
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,,,
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,,,
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL,,,
ham,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",,,
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,,,
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",,,
ham,Then what about further plan?,,,
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,,,
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,,,
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",,,
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",,,
ham,Sitting ard nothing to do lor. U leh busy w work?,,,
ham,Sorry. || mail? || ,,,
ham,Ya just telling abt tht incident..,,,
ham,Ugh just got outta class,,,
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",,,
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,,,
ham,Have your lunch and come quickly and open the door:),,,
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,,,
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?,,,
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",,,
ham,You getting back any time soon?,,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
